record_type	record_id	name_or_label	status	verification_verdict	evidence_count	evidence_kinds	needs_action
venue	vrec_aa5ba83391a2	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_b9b22a258477	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_48ef8c306b57	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_d90c8879c549	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_a370e61e2be1	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_7664ae524cc2	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_763a8cb97e0c	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_a2660005452b	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_c00e03429778	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_3b56fb30de9c	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_6e102e9199d9	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_932e6db34f71	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_5fcfd1ab15e6	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_422f5dd997f2	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_c6f6e805d840	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_1fd2dca2367d	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_a8a811662a67	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_99692669625e	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_19e48b1cbc7f	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_92da6cdede3a	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_9e31881afed3	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_ea5ee80c5055	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_9dbd3918c8b8	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_04422fc4d34d	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_578a09ed9781	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_52cda9398b4f	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_61d1ef41e088	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_812dc02082b5	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_b368ce183a44	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_277dad1ec7a6	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_bbd6c886ba2d	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_0b669e67fd24	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_b47ad578d7d7	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_34713a06e8fb	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_3aec90ba8893	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_93bc5435cb9c	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_d1cdbe5f8e73	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_ec9ba9eb1b6b	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_67eca932c0d3	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_18ccd014f01a	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_c83ffe5863d4	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_661fa4ab56df	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_7c2e55084c13	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_9be6f10e68eb	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_6117c28259b9	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_b5768a2736dc	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_4f12887d051a	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_78da24873d42	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_543b87c52a29	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_81dd9a72fb0f	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_4b1ff3ae3ce4	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_3f35843e5bf9	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_4a5085f5561f	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_535fa53e48bd	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_bdc8539c0339	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_eae567c84d8f	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_cccea033a0a5	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_af766e4b7024	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_83570bfa7846	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_008d30d7bc69	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_7903d9201887	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_0ef7157936f9	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_03c64ebfb7d4	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_a82c7667b189	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_3f061beab883	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_af7322d2cd4b	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_0d80cc919c72	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_62c023b2914f	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_9f57e9ff8cfd	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_7f7081eeda01	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_bc4c1b1a67b4	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_ee2aaf2f7e6d	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_441b0d5a37aa	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_e451cfede5fb	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_0587e424ce8d	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_b394479c5f98	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_861a07ce5215	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_632b89d33b90	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_4299ff718c1f	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_dd6bcccdf3d8	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_bfa33d01c8cc	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_94ee7424aa37	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_7738a84439ed	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_0f61f9bbdd7f	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_c46791d687b0	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_2669d44a7d03	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_c489e40cf878	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_a9708ae27f8a	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_94a46b089f8c	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_f272963092a7	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_f056f11e30df	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_a60bb3ec758b	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_8bbb8e2f6c4d	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_e02251745284	Philosophy & Technology	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_e557fbb10f5d	Test Venue	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_da40aaa2612e	Логос / Logos	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_d2a5bff03d50	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_93932e8392ae	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_83597c6c1402	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_60b97ec1e9cd	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_9990e2e9ed1e	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_c817956aa8c3	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_7ab6dac6df8d	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_eecf0a9a37fa	Journal of X	provisional	keep_provisional	1	llm_inference	yes
venue	vrec_5a5854d5a323	Vysshee Obrazovanie v Rossii = Higher Education in Russia	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_bfde972c3025	Pedagogical Education in Russia	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_0bd68933bfa0	Professional Education in Russia and Abroad	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ead3979fc43c	Higher Education in Russia and Beyond	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_a0e3763c42c1	Высшее образование в России  (Vysshee obrazovanie v Rossii = Higher Education in Russia)	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_8335bbbb2991	RUDN Journal of Informatization in Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_f299300459e5	Social and cultural space of Russia and abroad society education language	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_6aeae0f47dbe	RUDN Journal of Language Education and Translingual Practices	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_128e1810f8f7	Physical Education and Sport Pedagogy	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_630a59c8bd2a	Pedagogy Culture and Society	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_8eb8f0853287	Technology Pedagogy and Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_034bd9221e35	Journal of Education for Teaching International Research and Pedagogy	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_1683b353bde8	International Journal of Engineering Pedagogy (iJEP)	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_0e321346f696	The Review of Education Pedagogy & Cultural Studies	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_0f2fb385f626	Phenomenology + Pedagogy	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_b62f6a5371cb	Entrepreneurship Education and Pedagogy	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_662ca0912e82	Journal of Curriculum and Pedagogy	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_fb8621b1282d	Writing & Pedagogy	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_c74898bf62a4	Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_86cb2deeb708	The Journal of Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_587409e42faf	Studies in Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ac54ebd7f3af	Assessment & Evaluation in Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_e86a4e23036e	Higher Education Research & Development	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_5ed9c880f29f	Research in Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_74c10e4d4ad3	The Internet and Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_4b2a35baf35c	Teaching in Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_8941f69f400d	Review of higher education/The review of higher education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_d207e55a1ee5	International Journal of Sustainability in Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_f1d95ad04a02	British Journal of Educational Technology	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_775b2d799a4d	Educational Technology Research and Development	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_c40aa3b8fe84	Educational Technology & Society	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ac1d78f809c0	Australasian Journal of Educational Technology	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_a1eb9441b001	Educational Technology archive	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_265fbfd6a74d	International Journal of Educational Technology in Higher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_1cb27e9cd298	Journal of Educational Technology Systems	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_24dc5f57e9cc	Contemporary Educational Technology	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_447b11fdce0d	The turkish online journal of educational technology	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_cc2115091fbb	Journal of Educational Technology	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_4c473a016146	Computers and Education Artificial Intelligence	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ab509c925f5f	International Journal of Artificial Intelligence in Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_d2a037841e39	Review of Artificial Intelligence in Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ad335ee646f7	Journal of The Korean Association of Artificial Intelligence Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_71c33e581d7a	Artificial Intelligence Education Studies	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_7796ba20f324	International Journal of Learning Analytics and Artificial Intelligence for Education (iJAI)	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_47119e56cde7	Artificial Intelligence in Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_a68e4916f51a	Artificial Intelligence in Lifelong and Life-Course Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_faa5469fc11c	Journal of Applied Artificial Intelligence in Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_4b40d73b571b	International Journal of Artificial Intelligence and Education Technology	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_f592b49ab73b	Digital Education Review	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_914349cb6523	Digital education outlook	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_f4946b6f361b	Journal of Digital Learning in Teacher Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_72eb8ec06351	Frontiers of digital education.	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_4fa24d3b1065	Digital Experiences in Mathematics Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_bb24b15a51eb	JOURNAL OF DIGITAL EDUCATION COMMUNICATION AND ARTS (DECA)	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_9c0462901e3c	Journal of Digital Learning and Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_732c3f7a5387	JOURNAL OF DIGITAL LEARNING AND DISTANCE EDUCATION	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_0f9385e80a14	Digital culture & education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_f493a128d8e4	Idealmathedu Indonesian Digital Journal of Mathematics and Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_0fa7f35fbc85	Społeczeństwo, Edukacja, Język	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_2866e8d8ab41	Jurnal Pendidikan: Teori, Penelitian, dan Pengembangan	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ebc923014b8c	Ankara Üniversitesi Eğitim Bilimleri Fakültesi Özel Eğitim Dergisi	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_7e77afcdefe7	Clinical and Research Journal in Internal Medicine	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_72ac8857b792	Graduate Medical Education Research Journal	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_e94412fa6223	El Cálculo y su Enseñanza	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_64994b461c07	Revista de Educação Matemática	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_c562242317f1	Jurnal Smart	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_b3cd7f33f170	Perspectives in Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_7818f59c85c4	Journal of English Language Pedagogy and Practice	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_f44e18eb71bd	Multidisciplinary Journal of School Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_2a42933b56fa	Український педагогічний журнал	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_5d9064fa9899	Temps d'Educació	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_d612cb765157	Studies in Applied Linguistics & TESOL	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_3367e1d6fa74	Вестник Кемеровского государственного университета. Серия: гуманитарные и общественные науки	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_6bf1b635b945	Educar	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_eedbba97a866	Diá-logos	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ed373068a3f6	Journal of Literacy Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_ae0badb73663	Educational Innovations and Emerging Technologies	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_d5e01082d6da	Desafíos	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_140a88ca6d00	Mağallaẗ Kulliyyaẗ Al-Tarbiyyaẗ, Ǧāmiʿaẗ Al-Iskandariyyaẗ	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_5600743bafeb	ETD: Educação Temática Digital	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_1bdfb7b516e0	Knowledge Management & E-Learning: An International Journal	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_e4d1c57d4ee0	Омский научный вестник	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_91f5b36c2a92	Journal of Educational Research in Mathematics	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_9f4a9f8c0389	EDUCATIO: Journal of Education	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_364e16458685	Jurnal Pedagogi dan Pembelajaran	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_8727ebbde221	Кавказология	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
venue	vrec_6fa266a5b548	Медицина и организация здравоохранения	provisional	keep_provisional	2	FACT_FROM_API_METADATA,FACT_FROM_API_METADATA	yes
